# Species,Genes,Zhunt_mean,Zhunt_max,Zhunt_count,func
26,26,5130.83,46858.52,20,pilus assembly protein PilP 
26,26,3623.59,46858.52,25,PilN domain-containing protein 
26,26,6496.61,46858.52,23,type 4a pilus biogenesis protein PilO 
30,30,22989.28,198956.2,30,pseudouridine synthase 
29,36,18350.03,198956.2,28,BLUF domain-containing protein 
30,30,6525.42,46858.52,25,cbb3-type cytochrome oxidase assembly protein CcoS 
32,32,3957.71,46858.52,21,"cytochrome-c oxidase, cbb3-type subunit III "
25,37,5136.32,46858.52,29,TRAP transporter substrate-binding protein 
29,31,5712.33,46858.52,32,HupE/UreJ family protein 
27,27,3955.47,46858.52,28,cbb3-type cytochrome c oxidase subunit 3 
32,33,5565.5,46858.52,28,cytochrome c oxidase accessory protein CcoG 
27,27,33650.22,211093.9,15,hypothetical protein 
26,26,26095.4,211093.9,29,YbaN family protein 
30,30,31792.4,302785.5,34,sulfite exporter TauE/SafE family protein 
25,28,13469.19,138924.1,29,cytochrome c 
34,34,11347.36,138924.1,23,DUF853 domain-containing protein 
26,27,17660.88,211093.9,25,malonyl-CoA decarboxylase 
